Name,Base TA,Overall TA,Base GS,Overall GS,Base Ratio,Overall Ratio,Base Time,Overall Time,Max Time,Site Rating,Num Gamers,Base Num Achievements,Overall Num Achievements,Base SSD,Base TAD Rate,Overall SSD Rate,Overall TAD Rate,Developer(s),Publisher(s),is 360?,BCMX Value,PDU,Server Closure,Delisted,Install Size
Gears of War 3,3975,5670,1250,2000,3.18,2.835,1032.25,1000.0,1000.0,4.44,513164,73,82,800.8285714285714,2.6398643739404215,0.9019285714285714,3.67,Epic Games,Xbox Game Studios,True,9135.556679466776,2,False,False,7320.0
Gears of War 2,2018,3502,1060,1750,1.9037735849056603,2.0011428571428573,94.5,120.5,134.0,4.3,512931,58,79,399.28333333333336,10.137566137566138,4.897510373443982,14.53941908713693,Epic Games,Xbox Game Studios,True,795.0671396426158,1,False,False,6290.0
Gears of War,3236,3566,1100,1250,2.941818181818182,2.8528,186.0,189.5,216.0,4.13,514841,56,57,914.0666666666665,11.483870967741936,4.869305189094106,12.221635883905012,Epic Games,Xbox Game Studios,True,1989.0993796483435,0,False,False,6270.0
Gears Tactics,11221,11221,1400,1400,8.015,8.015,112.5,112.5,125.0,4.01,142172,61,61,2796.758333333333,87.29777777777778,24.860074074074074,87.29777777777778,"Splash Damage, The Coalition",Xbox Game Studios,False,2836.385803753498,0,False,False,29560.0
Gears 5,18011,18295,2410,2500,7.47344398340249,7.318,3385.0,1000.0,1000.0,4.1,489307,166,181,7222.928571428572,4.608862629246676,7.478928571428572,15.795,The Coalition,Xbox Game Studios,False,19796.50881928427,0,False,False,126870.0
Gang Beasts,1938,1938,1000,1000,1.938,1.938,1.5,1.5,2.0,2.93,333461,19,19,158.99999999999997,625.3333333333334,105.99999999999999,625.3333333333334,"Boneloaf, Coatsink","Double Fine, Boneloaf",False,5.395859772825828,0,False,False,1990.0
GRIS,2070,2070,1000,1000,2.07,2.07,7.0,7.0,8.0,3.95,27425,17,17,175.1439393939394,152.85714285714286,25.020562770562773,152.85714285714286,Nomada Studio,Devolver Digital,False,23.82569100781759,0,False,False,6910.0
Full Throttle Remastered,1270,1270,1000,1000,1.27,1.27,2.5,2.5,3.0,3.56,54574,40,40,94.36666666666667,108.0,37.74666666666667,108.0,"Double Fine, Shiny Shoe, Disney Interactive Studios",Xbox Game Studios,False,4.29365194211175,0,False,False,5250.0
Fuga: Melodies of Steel 2,2734,2734,1000,1000,2.734,2.734,27.5,27.5,30.0,3.82,9673,41,41,580.7833333333333,63.054545454545455,21.119393939393937,63.054545454545455,CyberConnect2,CyberConnect2,False,135.61852607074007,0,False,False,4200.0
Frostpunk: Console Edition,6520,8170,1000,1390,6.52,5.877697841726619,175.0,197.5,225.0,4.38,18190,50,63,1836.5555555555557,31.542857142857144,11.19606188466948,34.32911392405063,11 bit studios,11 bit studios,False,3206.2206176726604,0,False,False,3500.0
From Space,6169,7501,1230,1555,5.015447154471545,4.823794212218649,32.5,34.0,37.0,3.2,38134,39,41,1343.4587301587305,151.96923076923076,41.22231559290384,174.88235294117646,Triangle Studios,Curve Games,False,391.99893058163883,0,False,False,3210.0
Frog Detective: The Entire Mystery,1404,1404,1000,1000,1.404,1.404,2.5,2.5,3.0,3.09,38935,18,18,70.0,161.6,28.0,161.6,Worm Club,Worm Club,False,4.990820110562992,0,False,False,1010.0
Forza Motorsport,3640,3640,1000,1000,3.64,3.64,135.0,135.0,150.0,3.9,220390,57,57,1165.8,19.555555555555557,8.635555555555555,19.555555555555557,Turn 10 Studios,Xbox Game Studios,False,1041.7016079473049,0,False,False,137580.0
Forza Horizon 5,4900,7375,1525,2500,3.2131147540983607,2.95,102.25,122.25,136.5,4.52,620411,105,137,2028.7333333333336,33.007334963325185,20.73510565780505,39.877300613496935,Playground Games,Xbox Game Studios,False,691.6170248726893,0,False,False,143740.0
Forza Horizon 4,8368,11086,2560,3610,3.26875,3.0709141274238227,117.5,142.25,162.5,4.58,613578,143,178,2785.057142857143,49.42978723404255,23.407548748849273,52.55536028119508,"Playground Games, Panic Button",Xbox Game Studios,False,874.4900528730019,0,False,False,79410.0
Forager,2157,2157,1000,1000,2.157,2.157,45.0,45.0,50.0,4.04,49842,23,23,201.3,25.711111111111112,4.473333333333334,25.711111111111112,HopFrog,Humble Games,False,158.39636906349844,0,False,False,285.0
For Honor,3438,3569,1150,1190,2.9895652173913043,2.999159663865546,107.5,109.0,122.0,3.45,271261,58,60,901.1333333333334,21.28372093023256,8.582262996941898,21.825688073394495,Ubisoft Montreal,Ubisoft,False,633.6642568304618,0,False,False,87750.0
Football Manager 2024 Console,2300,2300,1000,1000,2.3,2.3,17.5,17.5,20.0,3.7,19294,41,41,396.41818181818184,74.28571428571429,22.652467532467533,74.28571428571429,Sports Interactive,SEGA,False,69.76245408527426,0,False,False,4540.0
Football Manager 2024 (Windows),3825,3825,1000,1000,3.825,3.825,70.0,70.0,80.0,4.36,10307,100,100,2046.3666666666666,40.357142857142854,29.233809523809523,40.357142857142854,Sports Interactive,SEGA,False,598.4627807976032,0,False,False,5090.0
Firewatch,1278,1278,1000,1000,1.278,1.278,4.5,4.5,5.0,3.96,124885,10,10,27.8,61.77777777777778,6.177777777777778,61.77777777777778,Campo Santo,Campo Santo,False,7.223809507455191,0,False,False,3220.0
Figment: Journey Into the Mind,1978,1978,1000,1000,1.978,1.978,7.0,7.0,8.0,3.49,14787,23,23,214.86666666666667,139.71428571428572,30.695238095238096,139.71428571428572,Bedtime Digital Games,Bedtime Digital Games,False,22.2550932266751,0,False,False,1220.0
Figment 2: Creed Valley,1719,1719,1000,1000,1.719,1.719,7.0,7.0,8.0,3.87,11593,18,18,112.55833333333334,102.71428571428571,16.079761904761906,102.71428571428571,Bedtime Digital Games,Bedtime Digital Games,False,18.03033525412104,0,False,False,1910.0
Farworld Pioneers,2403,2403,1000,1000,2.403,2.403,7.0,7.0,8.0,2.23,7265,10,10,123.48333333333332,200.42857142857142,17.64047619047619,200.42857142857142,Igloosoft,tinyBuild,False,29.800300483854187,0,False,False,1610.0
F1 Manager 2023,2824,2824,1000,1000,2.824,2.824,22.5,22.5,25.0,3.68,18138,29,29,385.0333333333333,81.06666666666666,17.11259259259259,81.06666666666666,Frontier Developments,Frontier Developments,False,118.64161428436482,0,False,False,43210.0
F.I.S.T.: Forged in Shadow Torch,3424,3424,1000,1000,3.424,3.424,17.5,17.5,20.0,3.84,46503,43,43,969.2307692307692,138.5142857142857,55.38461538461538,138.5142857142857,TiGames,bilibili,False,126.71575912095543,0,False,False,20000.0
Exoprimal,2884,2884,1000,1000,2.884,2.884,90.0,90.0,100.0,3.57,109361,39,39,581.0761904761904,20.933333333333334,6.456402116402115,20.933333333333334,Capcom Entertainment,Capcom Entertainment,False,489.77079439264236,0,False,False,56940.0
Evil West,3401,3401,1000,1000,3.401,3.401,22.5,22.5,25.0,3.72,66818,29,29,545.8619047619048,106.71111111111111,24.260529100529105,106.71111111111111,Flying Wild Hog,Focus Entertainment,False,156.80140744146718,0,False,False,33470.0
Escape Academy,7481,7481,1500,1500,4.987333333333333,4.987333333333333,8.5,8.5,10.0,3.57,99400,40,40,1503.5,703.6470588235294,176.88235294117646,703.6470588235294,Coin Crew Games,"Skybound Games, iam8bit",False,111.37881514649467,0,False,False,2820.0
Eiyuden Chronicle: Rising,1847,1847,1000,1000,1.847,1.847,22.5,22.5,25.0,3.86,41540,50,50,379.93333333333334,37.644444444444446,16.885925925925925,37.644444444444446,Rabbit & Bear Studios,505 Games,False,62.75384661018797,0,False,False,4380.0
Eiyuden Chronicle: Hundred Heroes,4761,4761,1000,1000,4.761,4.761,110.0,110.0,120.0,4.03,11814,56,56,1697.2166666666667,34.19090909090909,15.429242424242425,34.19090909090909,Rabbit & Bear Studios,505 Games,False,1246.604006237105,0,False,False,26130.0
Eastern Exorcist,3647,3647,1000,1000,3.647,3.647,17.5,17.5,20.0,3.22,17952,38,38,778.9172932330827,151.25714285714287,44.509559613319006,151.25714285714287,Wildfire Games,bilibili,False,139.29439475154769,0,False,False,6580.0
EVERSPACE 2,5552,5552,1000,1000,5.552,5.552,70.0,70.0,80.0,4.06,23551,38,38,1304.1166666666668,65.02857142857142,18.6302380952381,65.02857142857142,Rockfish Games,"Rockfish Games, Maximum Games",False,1046.5600997034044,0,False,False,33070.0
Dungeons 4,3375,3375,1000,1000,3.375,3.375,45.0,45.0,50.0,3.82,22972,61,61,1401.0,52.77777777777778,31.133333333333333,52.77777777777778,Realmforge Studios,Kalypso Media,False,310.013545570996,0,False,False,14530.0
Dune: Spice Wars,5727,5727,1000,1000,5.727,5.727,22.5,22.5,25.0,3.34,15907,26,26,940.3333333333333,210.0888888888889,41.79259259259259,210.0888888888889,Shiro Games,"Funcom, Shiro Games",False,342.6342579768915,0,False,False,5260.0
Dordogne,1808,1808,1000,1000,1.808,1.808,3.5,3.5,4.0,3.48,20501,31,31,196.51111111111118,230.85714285714286,56.14603174603177,230.85714285714286,"UMANIMATION, Un Je Ne Sais Quoi",Focus Entertainment,False,9.724283921811416,0,False,False,3510.0
Disneyland Adventures,4415,4415,1000,1000,4.415,4.415,45.0,45.0,50.0,3.26,162590,49,49,1496.2047619047617,75.88888888888889,33.2489947089947,75.88888888888889,Asobo Studio,Xbox Game Studios,False,463.8377231721241,0,False,False,23400.0
Disney Dreamlight Valley,2284,2284,1000,1000,2.284,2.284,250.0,250.0,300.0,3.83,36953,15,15,200.03333333333333,5.136,0.8001333333333334,5.136,Gameloft,Gameloft,False,1035.5364828725253,0,False,False,11300.0
Dishonored: Death of the Outsider,2139,2139,1000,1000,2.139,2.139,17.5,17.5,20.0,4.12,45538,30,30,301.6333333333333,65.08571428571429,17.236190476190476,65.08571428571429,Arkane Studios,Bethesda Softworks,False,62.567121138821776,0,False,False,28470.0
Dishonored Definitive Edition,6060,6060,1640,1640,3.6951219512195124,3.6951219512195124,70.0,70.0,80.0,4.32,113604,80,80,1985.0357142857144,63.142857142857146,28.357653061224493,63.142857142857146,Arkane Studios,Bethesda Softworks,False,568.2417657244445,0,False,False,33470.0
Dishonored 2,3040,3040,1000,1000,3.04,3.04,45.0,45.0,50.0,4.28,185876,50,50,906.8666666666667,45.333333333333336,20.152592592592594,45.333333333333336,Arkane Studios,Bethesda Softworks,False,265.02105576727297,0,False,False,54720.0
Dicey Dungeons,3288,3288,1000,1000,3.288,3.288,45.0,45.0,50.0,3.66,34106,53,53,1019.409356725146,50.84444444444444,22.6535412605588,50.84444444444444,"Terry Cavanagh, Distractionware",Distractionware,False,298.10394106754103,0,False,False,871.0
Diablo IV,2487,2487,1000,1000,2.487,2.487,250.0,250.0,300.0,4.17,187171,25,25,245.07272727272726,5.948,0.9802909090909091,5.948,Blizzard Entertainment,Blizzard Entertainment,False,1176.616495409613,0,False,False,108550.0
Descenders,15067,15067,1500,1500,10.044666666666666,10.044666666666666,112.5,112.5,125.0,3.36,175123,40,40,2145.4950000000003,120.59555555555555,19.07106666666667,120.59555555555555,RageSquid,"No More Robots, Fireshine Games",False,3979.360702519266,0,False,False,13110.0
Deep Rock Galactic,4556,4556,1000,1000,4.556,4.556,400.0,400.0,500.0,4.05,157240,67,67,2359.600000000001,8.89,5.899000000000002,8.89,Ghost Ship Games,Coffee Stain Studios,False,4862.342841059236,0,False,False,3380.0
Death's Door,1646,1646,1000,1000,1.646,1.646,17.5,17.5,20.0,4.38,36969,24,24,124.80000000000001,36.91428571428571,7.131428571428572,36.91428571428571,Acid Nerve,Devolver Digital,False,42.235218176303995,0,False,False,2980.0
Dead Island 2,2101,2853,1000,1300,2.101,2.1946153846153846,27.5,32.5,36.0,4.12,182465,46,57,380.69999999999993,40.03636363636364,16.995897435897433,47.784615384615385,Deep Silver Dambuster Studios,"Deep Silver, PLAION",False,117.04156757286886,0,False,False,62650.0
Dead Cells,7332,12783,1370,2430,5.351824817518248,5.260493827160494,39.75,58.25,65.5,4.25,157203,77,115,2153.0880952380953,149.98742138364778,60.216922133660326,177.73390557939913,Motion Twin,Motion Twin,False,790.2801488462042,0,False,False,989.0
DayZ,3514,3514,1000,1000,3.514,3.514,1.5,1.5,2.0,2.55,216687,13,13,303.43333333333334,1676.0,202.2888888888889,1676.0,Bohemia Interactive,Bohemia Interactive,False,13.174454181331383,0,False,False,11710.0
Day of the Tentacle Remastered,1410,1410,1000,1000,1.41,1.41,2.5,2.5,3.0,3.68,49317,58,58,219.08888888888885,164.0,87.63555555555554,164.0,"Double Fine, Shiny Shoe, Disney Interactive Studios",Xbox Game Studios,False,5.022846702817039,0,False,False,2670.0
Darkest Dungeon,6207,7595,1000,1305,6.207,5.819923371647509,135.0,159.5,178.0,4.0,64011,56,62,2115.358974358974,38.57037037037037,14.295635399083672,39.43573667711599,Red Hook Studios,Red Hook Studios,False,2499.170593477004,0,False,False,2850.0
DOOM II (Classic),3833,3833,1000,1000,3.833,3.833,45.0,45.0,50.0,4.19,44667,19,19,439.5,62.955555555555556,9.766666666666667,62.955555555555556,"Nerve Software, id Software",Bethesda Softworks,False,375.2133077897158,0,False,False,557.0
DOOM Eternal,2541,3965,1045,1545,2.431578947368421,2.5663430420711975,29.0,38.0,42.0,4.41,241420,42,50,745.8062189054726,51.58620689655172,22.29168412324343,63.68421052631579,id Software,Bethesda Softworks,False,172.67177453261024,0,False,False,90170.0
DOOM 64,1477,1477,1000,1000,1.477,1.477,1.5,1.5,2.0,3.54,98594,10,10,43.733333333333334,318.0,29.155555555555555,318.0,"Nightdive Studios, Midway, id Software",Bethesda Softworks,False,3.5900519957237393,0,False,False,280.0
DOOM 3,3231,3231,1000,1000,3.231,3.231,27.5,27.5,30.0,3.94,18857,44,44,646.8888888888888,81.12727272727273,23.52323232323232,81.12727272727273,"Panic Button, id Software",Bethesda Softworks,False,174.23150648461947,0,False,False,7480.0
DOOM (1993),3474,3474,1000,1000,3.474,3.474,11.0,11.0,12.0,4.28,90352,19,19,418.49999999999994,224.9090909090909,38.04545454545454,224.9090909090909,"Nerve Software, id Software",Bethesda Softworks,False,77.70088532993688,0,False,False,559.0
DOOM,5045,5045,1580,1580,3.1930379746835444,3.1930379746835444,33.0,33.0,38.0,4.4,312941,54,54,1265.2238095238097,105.0,38.34011544011545,105.0,id Software,Bethesda Softworks,False,216.81519828010764,0,False,False,61210.0
DIRT 5,2635,4836,1000,1800,2.635,2.6866666666666665,22.5,32.5,37.0,3.33,127280,25,40,340.26666666666665,72.66666666666667,18.22051282051282,93.41538461538461,Codemasters,Codemasters,False,162.93800880998563,0,False,False,63880.0
DEATHLOOP,3703,3703,1000,1000,3.703,3.703,27.5,27.5,30.0,3.92,183118,58,58,1592.333333333333,98.2909090909091,57.90303030303029,98.2909090909091,Arkane Lyon,Bethesda Softworks,False,213.77249339964203,0,False,False,39100.0
Cricket 22,3255,3255,1000,1000,3.255,3.255,17.5,17.5,20.0,3.21,19123,30,30,547.7083333333334,128.85714285714286,31.29761904761905,128.85714285714286,Big Ant Studios,Nacon,False,117.45093677787332,0,False,False,28910.0
Crackdown 3: Wrecking Zone,1202,1202,500,500,2.404,2.404,7.0,7.0,8.0,2.16,20734,12,12,163.91825396825396,100.28571428571429,23.41689342403628,100.28571428571429,Sumo Digital,Xbox Game Studios,False,29.81890435438566,0,False,False,5540.0
Crackdown 3: Campaign,6564,6564,1750,1750,3.750857142857143,3.750857142857143,29.75,29.75,33.0,3.53,209109,95,95,1719.7404761904766,161.81512605042016,57.80640256102442,161.81512605042016,Sumo Digital,Xbox Game Studios,False,239.72301181668252,0,False,False,19020.0
Costume Quest 2,1408,1408,1000,1000,1.408,1.408,9.0,9.0,10.0,3.67,60465,18,18,70.1,45.333333333333336,7.788888888888888,45.333333333333336,Double Fine,Midnight City,False,16.707211951729107,0,False,False,1110.0
Costume Quest,248,312,200,250,1.24,1.248,7.0,8.5,10.0,4.09,36919,17,20,38.666666666666664,6.857142857142857,5.411764705882353,7.294117647058823,Double Fine,Xbox Game Studios,True,34.66597356486617,0,False,False,408.0
Cooking Simulator,3387,40146,1000,2350,3.387,17.08340425531915,9.0,9.0,10.0,2.53,79505,65,76,7593.516666666666,265.22222222222223,1012.5259259259258,4199.555555555556,Big Cheese Studio,Big Cheese Studio,False,706.0925462929259,4,False,False,6210.0
Control: Ultimate Edition,2654,2654,1390,1390,1.9093525179856115,1.9093525179856115,27.5,27.5,30.0,4.36,71513,67,67,604.9145299145298,45.96363636363636,21.996891996891993,45.96363636363636,Remedy Entertainment,505 Games,False,79.14991123223705,0,False,False,43590.0
Control,1833,2719,1000,1390,1.833,1.9561151079136692,22.5,35.0,39.0,4.21,196359,61,67,540.5299145299145,37.022222222222226,17.548473748473747,37.97142857142857,Remedy Entertainment,505 Games,False,106.6979850517892,0,False,False,42070.0
Contrast,1565,1565,1000,1000,1.565,1.565,3.5,3.5,4.0,3.46,67305,22,22,105.48333333333333,161.42857142857142,30.13809523809524,161.42857142857142,Compulsion Games,Xbox Game Studios,False,7.831257498001198,0,False,False,1940.0
Conan Exiles,3125,3737,1260,1460,2.4801587301587302,2.5595890410958906,1.75,4.5,6.0,2.81,99585,34,36,389.50000000000006,1065.7142857142858,92.03703703703705,506.0,Funcom,"Funcom, Maximum Games",False,24.57008242928483,0,False,False,149500.0
Coffee Talk Episode 2: Hibiscus and Butterfly,1955,1955,1000,1000,1.955,1.955,9.0,9.0,10.0,3.54,27466,53,53,448.9333333333333,106.11111111111111,49.88148148148147,106.11111111111111,Toge Productions,Chorus Worldwide Games,False,27.3350669927842,0,False,False,747.0
Cocoon,1471,1471,1000,1000,1.471,1.471,4.5,4.5,5.0,4.19,58369,17,17,78.31438561438561,104.66666666666667,17.403196803196803,104.66666666666667,Geometric Interactive,Annapurna Interactive,False,8.920496217980254,0,False,False,2900.0
Close to the Sun,2068,2068,1000,1000,2.068,2.068,3.5,3.5,4.0,3.36,17906,29,29,225.86666666666667,305.14285714285717,64.53333333333333,305.14285714285717,Storm in a Teacup,Wired Productions,False,11.895584681384939,0,False,False,11230.0
Citizen Sleeper,1979,1979,1000,1000,1.979,1.979,9.0,9.0,10.0,4.05,14382,27,27,196.7380952380952,108.77777777777777,21.859788359788357,108.77777777777777,Jump Over The Age,Fellow Traveller,False,27.83996540766529,0,False,False,1140.0
Cities: Skylines - Remastered,5692,12906,1085,2710,5.2460829493087555,4.762361623616236,175.0,175.0,200.0,4.23,35420,67,122,2216.775,26.325714285714287,21.374523809523808,58.26285714285714,Tantalus Media,Paradox Interactive,False,2078.5647146651277,0,False,False,16940.0
Cities: Skylines,5651,13181,1085,2710,5.208294930875576,4.863837638376384,179.0,329.0,374.0,3.87,173880,64,122,2063.4333333333334,25.508379888268156,11.808966565349547,31.826747720364743,Tantalus Media,Paradox Interactive,False,4011.8086084575175,0,False,False,6910.0
Chivalry 2,3511,3511,1000,1000,3.511,3.511,45.0,45.0,50.0,3.8,147079,41,41,904.9666666666667,55.8,20.110370370370372,55.8,Torn Banner Studios,"Tripwire Interactive, Deep Silver",False,328.93966707817407,0,False,False,24970.0
Chicory: A Colorful Tale,3277,3277,1000,1000,3.277,3.277,17.5,17.5,20.0,3.71,25314,33,33,642.9976190476191,130.11428571428573,36.742721088435374,130.11428571428573,"Greg Lobanov, Alexis Dean-Jones, Lena Raine, A Shell in the Pit",Finji,False,118.64369335619995,0,False,False,1700.0
Celeste,2363,2363,1000,1000,2.363,2.363,9.0,9.0,10.0,4.1,104565,30,30,370.5666666666666,151.44444444444446,41.17407407407407,151.44444444444446,"Sickhead Games, Maddy Makes Games",Maddy Makes Games,False,36.32416020639707,0,False,False,1130.0
Cassette Beasts,3680,3680,1000,1000,3.68,3.68,45.0,45.0,50.0,3.88,37994,100,100,2272.8999999999996,59.55555555555556,50.50888888888888,59.55555555555556,Bytten Studio,Raw Fury,False,352.97320011581616,0,False,False,1060.0
Car Mechanic Simulator 2021,3301,3301,1000,1000,3.301,3.301,90.0,90.0,100.0,3.9,51374,46,46,899.5151515151515,25.566666666666666,9.994612794612795,25.566666666666666,Red Dot Games,PlayWay,False,599.7472792852003,0,False,False,23600.0
Call of the Wild: The Angler,5756,8585,1000,1600,5.756,5.365625,135.0,135.0,150.0,3.52,52589,34,45,1351.7999999999997,35.22962962962963,12.865432098765432,51.74074074074074,Expansive Worlds,Expansive Worlds,False,1864.3254763003804,0,False,False,22120.0
Brütal Legend,2930,3154,1000,1090,2.93,2.8935779816513763,45.0,46.5,52.0,3.74,142390,51,59,870.5000000000001,42.888888888888886,21.301075268817208,44.38709677419355,Double Fine,"Electronic Arts, Double Fine",True,487.6198232915764,0,False,False,5910.0
Brotato,2331,2331,1000,1000,2.331,2.331,22.5,22.5,25.0,3.79,91617,83,83,887.7333333333336,59.15555555555556,39.454814814814824,59.15555555555556,Blobfish,Seaven Studio,False,88.9720134754463,0,False,False,553.0
Broken Age,3464,3464,1000,1000,3.464,3.464,9.0,9.0,10.0,3.31,34781,45,45,921.9454545454546,273.77777777777777,102.43838383838384,273.77777777777777,"Double Fine, BlitWorks",Double Fine,False,64.47135902398831,0,False,False,2340.0
Broforce,4037,4037,1000,1000,4.037,4.037,3.5,3.5,4.0,3.63,51466,15,15,394.2,867.7142857142857,112.62857142857142,867.7142857142857,Free Lives,Devolver Digital,False,32.4450251725592,1,False,False,745.0
Bramble: The Mountain King,1821,1821,1000,1000,1.821,1.821,9.0,9.0,10.0,3.95,51054,30,30,306.2222222222223,91.22222222222223,34.0246913580247,91.22222222222223,Dimfrost Studio,Merge Games,False,24.573381250857604,0,False,False,7760.0
Botany Manor,1391,1391,1000,1000,1.391,1.391,1.5,1.5,2.0,3.84,27772,36,36,131.63333333333333,260.6666666666667,87.75555555555555,260.6666666666667,Balloon Studios,Whitethorn Games,False,3.281109245971551,0,False,False,3870.0
Bluey: The Videogame,1625,1625,1000,1000,1.625,1.625,2.5,2.5,3.0,3.0,54056,22,22,108.88888888888889,250.0,43.55555555555556,250.0,Artax Games,Outright Games,False,6.214430032191206,0,False,False,4730.0
Bloodstained: Ritual of the Night,2479,10918,1000,1500,2.479,7.278666666666667,45.0,45.0,50.0,4.19,89576,52,57,1746.6976190476191,32.86666666666667,57.04142857142858,209.2888888888889,"ArtPlay, Black Tower Studios",505 Games,False,981.8558922065606,0,False,False,8850.0
Bleeding Edge,2245,2245,1000,1000,2.245,2.245,9.0,9.0,10.0,2.88,85394,10,10,93.70238095238096,138.33333333333334,10.411375661375663,138.33333333333334,Ninja Theory,Xbox Game Studios,False,33.63756252316746,0,False,False,20210.0
BlazBlue: Cross Tag Battle Special Edition,3643,3643,1000,1000,3.643,3.643,7.0,7.0,8.0,3.64,24863,42,42,901.0904761904762,377.57142857142856,128.72721088435375,377.57142857142856,Arc System Works,Arc System Works,False,55.62611686292689,0,False,False,12900.0
Besiege,2581,2581,1000,1000,2.581,2.581,3.5,3.5,4.0,3.06,41543,29,29,428.1285714285715,451.7142857142857,122.32244897959185,451.7142857142857,Spiderling Studios,Spiderling Studios,False,16.586012873985116,0,False,False,1420.0
Ben 10: Power Trip,3412,3412,1000,1000,3.412,3.412,17.5,17.5,20.0,2.6,76433,28,28,674.2333333333332,137.82857142857142,38.52761904761904,137.82857142857142,"PHL Collective, Stage Clear Studios",Outright Games,False,126.05019718826306,0,False,False,1950.0
Battletoads,4035,4035,1000,1000,4.035,4.035,17.5,17.5,20.0,3.58,160907,61,61,1474.1333333333332,173.42857142857142,84.23619047619047,173.42857142857142,Dlala Studios,"Xbox Game Studios, Rare",False,162.10458707266739,0,False,False,19300.0
Batman: Arkham Knight,2770,4693,1140,2000,2.4298245614035086,2.3465,47.5,71.75,83.0,4.47,419751,79,113,1052.7333333333333,34.31578947368421,19.994425087108013,37.53310104529617,Rocksteady Studios,Warner Bros. Games,False,298.3382447066527,0,False,False,47150.0
Banjo-Tooie,329,329,200,200,1.645,1.645,17.5,17.5,20.0,4.11,61460,12,12,85.0,7.371428571428571,4.857142857142857,7.371428571428571,"4J Studios, Rare",Xbox Game Studios,True,94.24584214966727,0,False,False,94.0
Banjo-Kazooie: Nuts & Bolts,2930,3967,1000,1250,2.93,3.1736,32.5,38.0,41.0,3.31,148125,52,60,876.5666666666667,59.38461538461539,28.902192982456146,71.5,Rare,Xbox Game Studios,True,433.0249451403744,0,False,False,6160.0
Banjo-Kazooie,372,372,200,200,1.86,1.86,13.5,13.5,15.0,4.23,147631,12,12,91.86666666666667,12.74074074074074,6.8049382716049385,12.74074074074074,"4J Studios, Rare",Xbox Game Studios,True,81.57376784236465,0,False,False,48.0
Atomic Heart,5009,5615,1000,1150,5.009,4.8826086956521735,45.0,45.0,50.0,3.67,250692,43,51,1176.9809523809527,89.08888888888889,31.162539682539688,99.22222222222223,Mundfish,Focus Entertainment,False,539.4458851739901,0,False,False,79460.0
Astroneer,3990,3990,1075,1075,3.7116279069767444,3.7116279069767444,72.5,72.5,83.0,3.57,192115,56,56,1199.1692307692306,40.206896551724135,16.540265251989386,40.206896551724135,System Era Softworks,System Era Softworks,False,593.5054885531893,0,False,False,1450.0
Assassin's Creed Valhalla,4455,6009,1400,2110,3.182142857142857,2.847867298578199,136.75,180.75,200.5,4.17,317625,81,92,1374.8833333333332,22.340036563071298,8.209589672660211,21.571230982019365,Ubisoft Montreal,Ubisoft,False,963.5938067715543,0,False,False,120180.0
Assassin's Creed Origins,1671,2463,1030,1500,1.6223300970873786,1.642,71.5,86.0,98.0,4.51,336900,55,67,340.90000000000003,8.965034965034965,4.946317829457365,11.19767441860465,Ubisoft Montreal,Ubisoft,False,206.19864395759734,0,False,False,49010.0
Assassin's Creed Odyssey,1910,3080,1150,1850,1.6608695652173913,1.664864864864865,98.75,127.75,145.0,4.47,368852,70,93,468.8666666666667,7.69620253164557,4.844618395303327,9.628180039138943,Ubisoft Quebec,Ubisoft,False,311.48453161677077,0,False,False,48720.0
As Dusk Falls,1694,1694,1000,1000,1.694,1.694,13.5,13.5,15.0,3.99,88372,50,50,378.1666666666667,51.407407407407405,28.01234567901235,51.407407407407405,Interior/Night,Xbox Game Studios,False,33.07206920348347,0,False,False,69830.0
Arcade Paradise,3811,3811,1000,1000,3.811,3.811,45.0,45.0,50.0,3.73,72068,54,54,1485.7777777777776,62.46666666666667,33.01728395061728,62.46666666666667,NoseBleed Interactive,Wired Productions,False,371.9875694529321,0,False,False,4890.0
Anuchard,2377,2377,1000,1000,2.377,2.377,9.0,9.0,10.0,3.07,4914,18,18,242.5,153.0,26.944444444444443,153.0,stellarNull,Freedom Games,False,36.64745097957018,0,False,False,1310.0
Among Us,3709,3709,1180,1180,3.143220338983051,3.143220338983051,11.5,11.5,13.0,3.64,251335,33,33,693.9444444444445,219.91304347826087,60.34299516908213,219.91304347826087,Innersloth,"Innersloth, Maximum Games",False,72.44452869129147,0,False,False,979.0
Amnesia: The Bunker,3691,3691,1040,1040,3.5490384615384616,3.5490384615384616,9.25,9.25,10.5,3.86,36117,44,44,1029.0,286.5945945945946,111.24324324324324,286.5945945945946,Frictional Games,Frictional Games,False,70.20294933759955,0,False,False,16900.0
Airborne Kingdom,3228,3228,1200,1200,2.69,2.69,19.0,19.0,22.0,3.98,4871,30,30,356.70000000000005,106.73684210526316,18.77368421052632,106.73684210526316,The Wandering Band,Freedom Games,False,97.06241680485809,0,False,False,1390.0
Age of Empires IV: Anniversary Edition,10262,12780,1310,1580,7.8335877862595416,8.08860759493671,107.5,114.5,128.0,4.2,106789,109,130,6272.6,83.27441860465116,69.68296943231442,97.81659388646288,"Relic Entertainment, World's Edge",Xbox Game Studios,False,2944.5614358689522,0,False,False,84000.0
