Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
MOTHERGUNSHIP,15.0,20,2549,1.3333333333333333,169.93333333333334
MORDHAU,131.0,38,2713,0.2900763358778626,20.709923664122137
MONOPOLY Streets,8.0,40,635,5.0,79.375
MONOPOLY Plus (Xbox 360),1.0,15,193,15.0,193.0
MONOPOLY Plus,1.0,15,350,15.0,350.0
MONOPOLY Madness,4.0,28,1063,7.0,265.75
MONOPOLY Deal (Xbox 360),2.0,15,112,7.5,56.0
MONOPOLY Deal,2.0,15,402,7.5,201.0
MONOPOLY (2008),10.0,34,623,3.4,62.3
MONOPOLY,6.0,30,1003,5.0,167.16666666666666
MLB The Show 24,6.0,25,570,4.166666666666667,95.0
MLB The Show 23,35.0,25,1430,0.7142857142857143,40.857142857142854
MLB The Show 22,8.0,25,916,3.125,114.5
MLB The Show 21,20.0,25,969,1.25,48.45
MLB Bobblehead Pros,16.0,15,208,0.9375,13.0
MINIT,2.0,27,660,13.5,330.0
MIDNIGHT Remastered,0.25,24,350,96.0,1400.0
METRO QUESTER | OSAKA,33.0,33,320,1.0,9.696969696969697
METRO QUESTER,40.0,32,375,0.8,9.375
METRICO+,12.0,17,2080,1.4166666666666667,173.33333333333334
METAL SLUG ATTACK RELOADED,80.0,12,1062,0.15,13.275
METAL GEAR SOLID 3: Snake Eater - Master Collection Version,40.0,51,1815,1.275,45.375
METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,35.0,51,1721,1.457142857142857,49.17142857142857
METAL GEAR SOLID - Master Collection Version,30.0,18,1389,0.6,46.3
METAL GEAR & METAL GEAR 2: Solid Snake,8.0,12,1656,1.5,207.0
METAGAL,0.25,11,17,44.0,68.0
MEGALAN 11 (Xbox One),5.0,18,1164,3.6,232.8
MEGALAN 11,4.0,18,1416,4.5,354.0
MASSIVE CHALICE,60.0,28,7448,0.4666666666666667,124.13333333333334
MARS 2120,13.0,44,1993,3.3846153846153846,153.30769230769232
MADiSON,8.0,30,1309,3.75,163.625
M.A.D. Cows,0.5,15,47,30.0,94.0
M.A.C.E. Space Shooter,5.0,10,503,2.0,100.6
Luxor Evolved,15.0,33,1414,2.2,94.26666666666667
Luxor 2,150.0,12,1091,0.08,7.273333333333333
Lunch A Palooza,15.0,21,689,1.4,45.93333333333333
Lunar Lander Beyond,15.0,26,3686,1.7333333333333334,245.73333333333332
Lunar Axe,7.0,30,1236,4.285714285714286,176.57142857142858
Lunacy: Saint Rhodes,14.0,32,1705,2.2857142857142856,121.78571428571429
Luna (Windows),1.0,17,361,17.0,361.0
Lumote: The Mastermote Chronicles,13.0,13,2567,1.0,197.46153846153845
Lumo,15.0,44,6300,2.933333333333333,420.0
Lumini,2.0,13,341,6.5,170.5
Lumines Remastered,15.0,29,8690,1.9333333333333333,579.3333333333334
Lumines Live!,10.0,12,358,1.2,35.8
Lumberjack's Dynasty,138.0,33,2488,0.2391304347826087,18.028985507246375
Lumberjack Simulator,54.0,13,2648,0.24074074074074073,49.03703703703704
LumbearJack,2.0,17,165,8.5,82.5
Lucy Dreaming,7.0,14,514,2.0,73.42857142857143
Luckslinger,0.5,13,44,26.0,88.0
Lucid Cycle,1.0,12,54,12.0,54.0
Lucha Libre AAA: Heroes Del Ring,15.0,50,1459,3.3333333333333335,97.26666666666667
Low Story,1.0,12,312,12.0,312.0
Lovers in a Dangerous Spacetime,8.0,28,2751,3.5,343.875
Lovely Planet,15.0,12,2033,0.8,135.53333333333333
LoveChoice,1.0,20,83,20.0,83.0
Love Too Easily,11.0,36,581,3.272727272727273,52.81818181818182
Love Kuesuto,0.5,11,26,22.0,52.0
Love Is All Around (JP),20.0,42,333,2.1,16.65
Love Is All Around,10.0,42,556,4.2,55.6
Lou's Revenge,4.0,36,299,9.0,74.75
Lotus Reverie: First Nexus,15.0,29,1600,1.9333333333333333,106.66666666666667
Lost: Via Domus,6.0,30,159,5.0,26.5
Lost at Sea,1.0,22,199,22.0,199.0
Lost Words: Beyond the Page (Windows),4.0,21,229,5.25,57.25
Lost Words: Beyond the Page,4.0,21,389,5.25,97.25
Lost Wing,1.0,11,88,11.0,88.0
Lost Snowmen (Windows),0.25,35,572,140.0,2288.0
Lost Snowmen,0.25,35,1198,140.0,4792.0
Lost Sea,43.0,46,5002,1.069767441860465,116.32558139534883
Lost Ruins,33.0,40,1253,1.2121212121212122,37.96969696969697
Lost Planet: Extreme Condition Colonies Edition,60.0,50,2605,0.8333333333333334,43.416666666666664
Lost Planet: Extreme Condition,80.0,35,3179,0.4375,39.7375
Lost Planet 3,25.0,50,2960,2.0,118.4
Lost Planet 2,300.0,50,8174,0.16666666666666666,27.246666666666666
Lost Odyssey,65.0,42,970,0.6461538461538462,14.923076923076923
Lost Judgment,91.0,55,1599,0.6043956043956044,17.571428571428573
Lost In Random,15.0,40,1548,2.6666666666666665,103.2
Lost Grimoires: Stolen Kingdom,2.0,13,222,6.5,111.0
Lost Grimoires 3: The Forgotten Well,2.0,13,167,6.5,83.5
Lost Grimoires 2: Shard of Mystery,3.0,13,154,4.333333333333333,51.333333333333336
Lost Ember,10.0,33,1096,3.3,109.6
Lost Eidolons,101.0,23,1946,0.22772277227722773,19.26732673267327
Lost Chiko 2,0.5,10,142,20.0,284.0
Lost Artifacts: Time Machine,6.0,12,164,2.0,27.333333333333332
Lost Artifacts: Soulstone,6.0,12,163,2.0,27.166666666666668
Lost Artifacts: Golden Island,4.0,12,167,3.0,41.75
Lost Artifacts 6: Mysterious Book,9.0,12,121,1.3333333333333333,13.444444444444445
Lost Artifacts 5: Frozen Queen,6.0,12,114,2.0,19.0
Lost Artifacts,6.0,12,147,2.0,24.5
Lornsword Winter Chronicle,32.0,20,2564,0.625,80.125
Loretta,5.0,17,581,3.4,116.2
Lords of the Fallen (2014),37.0,56,3463,1.5135135135135136,93.5945945945946
Lords of the Fallen,85.0,72,5793,0.8470588235294118,68.15294117647059
Lords of Exile,23.0,14,1161,0.6086956521739131,50.47826086956522
Lord of the Click: Interstellar Wars,0.25,15,29,60.0,116.0
Lord of the Click III,0.25,11,16,44.0,64.0
Lord of the Click II,1.0,21,38,21.0,38.0
Lord of the Click 4 (Xbox One),0.25,10,17,40.0,68.0
Lord of the Click 4 (Windows),0.25,10,3,40.0,12.0
Lord of the Click 4,0.25,10,20,40.0,80.0
Lord of the Click,1.0,21,22,21.0,22.0
Lord Winklebottom Investigates,2.0,15,157,7.5,78.5
Lootbox Lyfe+,8.0,29,791,3.625,98.875
LootLite,9.0,15,3397,1.6666666666666667,377.44444444444446
Loot Stack - Relics Hunter,0.5,34,96,68.0,192.0
Loot River,6.0,15,2583,2.5,430.5
Loot Hero DX,0.25,12,0,48.0,0.0
Loopindex,1.0,14,105,14.0,105.0
Loop8: Summer of Gods,88.0,38,3093,0.4318181818181818,35.14772727272727
Loop Hero,40.0,50,2813,1.25,70.325
Looney Tunes: Wacky World of Sports,23.0,26,1073,1.1304347826086956,46.65217391304348
Looney Tunes: ACME Arsenal (EU),8.0,44,830,5.5,103.75
Looney Tunes: ACME Arsenal,8.0,44,933,5.5,116.625
Looking for Aliens,0.25,58,50,232.0,200.0
Long Live the Queen,0.5,13,203,26.0,406.0
Long Gone Days,39.0,44,1168,1.1282051282051282,29.94871794871795
Long Ago: A Puzzle Tale,2.0,39,274,19.5,137.0
Lonesome Village,15.0,15,831,1.0,55.4
Lonely Mountains: Snow Riders,8.0,45,3653,5.625,456.625
Lonely Mountains: Downhill,33.0,82,12838,2.484848484848485,389.030303030303
London 2012: The Official Video Game,20.0,44,1312,2.2,65.6
Lollipop Chainsaw RePOP,15.0,50,1282,3.3333333333333335,85.46666666666667
Lollipop Chainsaw,20.0,50,1000,2.5,50.0
LocoCycle (Xbox 360),5.0,20,86,4.0,17.2
LocoCycle,5.0,20,350,4.0,70.0
Loco Parentis,17.0,17,815,1.0,47.94117647058823
Local News with Cliff Rockslide,2.0,12,181,6.0,90.5
LoBlocks,10.0,10,1371,1.0,137.1
Llamasoft: The Jeff Minter Story,6.0,14,1685,2.3333333333333335,280.8333333333333
Livelock,15.0,50,1858,3.3333333333333335,123.86666666666666
Live by the Sword: Tactics,15.0,27,1646,1.8,109.73333333333333
Little Triangle,12.0,34,2698,2.8333333333333335,224.83333333333334
Little Town Hero,31.0,44,1671,1.4193548387096775,53.903225806451616
Little Orpheus,6.0,26,497,4.333333333333333,82.83333333333333
Little Noah: Scion of Paradise,30.0,39,1801,1.3,60.03333333333333
Little Nightmares II,6.0,35,689,5.833333333333333,114.83333333333333
Little Nightmares,13.0,22,3397,1.6923076923076923,261.3076923076923
Little Mouse's Encyclopedia,0.25,20,50,80.0,200.0
Little Misfortune,2.0,35,272,17.5,136.0
Little League World Series Baseball 2022,63.0,23,3866,0.36507936507936506,61.36507936507937
"Little Kitty, Big City",5.0,39,670,7.8,134.0
Little Kite,1.0,15,31,15.0,31.0
Little Goody Two Shoes,34.0,40,1591,1.1764705882352942,46.794117647058826
Little Disaster,0.25,11,33,44.0,132.0
Little Bug,11.0,18,2452,1.6363636363636365,222.9090909090909
Little Big Workshop,40.0,36,1087,0.9,27.175
Little Big Adventure - Twinsen's Quest,13.0,25,735,1.9230769230769231,56.53846153846154
Little Bear (Windows),0.25,40,19,160.0,76.0
Little Bear,0.25,40,82,160.0,328.0
Listeria Wars (Windows),0.25,20,287,80.0,1148.0
Listeria Wars,0.25,25,860,100.0,3440.0
Liquid Sunshine,1.0,12,78,12.0,78.0
Linn: Path of Orchards,6.0,18,1367,3.0,227.83333333333334
Line of Defense Tactics,17.0,20,4752,1.1764705882352942,279.52941176470586
Limb Hunter,0.5,20,453,40.0,906.0
Lily's Epic Quest for Lost Gems,125.0,26,2565,0.208,20.52
Lily in Puzzle World (Windows),0.25,22,142,88.0,568.0
Lily in Puzzle World,0.25,22,175,88.0,700.0
Lilith-M,2.0,21,138,10.5,69.0
Lila's Tale and the Hidden Forest,2.0,25,574,12.5,287.0
Lil' Guardsman,18.0,48,1013,2.6666666666666665,56.27777777777778
Lil Gator Game,4.0,22,469,5.5,117.25
Like a Dragon: Ishin!,120.0,55,3337,0.4583333333333333,27.808333333333334
Like a Dragon: Infinite Wealth,95.0,73,495,0.7684210526315789,5.2105263157894735
Like a Dragon Gaiden: The Man Who Erased His Name,25.0,61,563,2.44,22.52
Like No Other: The Legend Of The Twin Books,0.5,10,82,20.0,164.0
Lightyear Frontier,16.0,45,4861,2.8125,303.8125
Lightfield,6.0,13,2237,2.1666666666666665,372.8333333333333
Light of Life,0.25,11,8,44.0,32.0
Light Up The Room,1.0,11,320,11.0,320.0
Light Fairytale Episode 2,4.0,22,226,5.5,56.5
Light Fairytale Episode 1,4.0,29,321,7.25,80.25
Liftoff: Drone Racing,16.0,27,2533,1.6875,158.3125
Lifeless Planet: Premier Edition,10.0,15,656,1.5,65.6
Lifeless Moon,1.0,17,311,17.0,311.0
Life of Fly 2,1.0,13,8,13.0,8.0
Life of Fly,1.0,12,11,12.0,11.0
Life of Delta,5.0,22,170,4.4,34.0
Life is Strange: True Colors,8.0,40,340,5.0,42.5
Life is Strange: Double Exposure,20.5,34,661,1.6585365853658536,32.24390243902439
Life is Strange: Before the Storm Remastered,6.0,34,157,5.666666666666667,26.166666666666668
Life is Strange: Before The Storm,6.0,34,101,5.666666666666667,16.833333333333332
Life is Strange Remastered,10.0,60,326,6.0,32.6
Life is Strange 2,10.0,47,345,4.7,34.5
Life is Strange (Xbox 360),8.0,60,404,7.5,50.5
Life is Strange,9.0,60,391,6.666666666666667,43.44444444444444
Lies of P,60.0,42,1386,0.7,23.1
Lies of Astaroth (CN),75.0,10,979,0.13333333333333333,13.053333333333333
Lies of Astaroth,383.0,91,6449,0.23759791122715404,16.83812010443864
Liege Dragon,15.0,33,529,2.2,35.266666666666666
Lichtspeer: Double Speer Edition,25.0,20,7422,0.8,296.88
Lichdom Battlemage,100.0,39,5282,0.39,52.82
Library Of Ruina,120.0,76,14739,0.6333333333333333,122.825
Liberte,55.0,12,4179,0.21818181818181817,75.98181818181818
Liberated: Enhanced Edition,4.0,18,938,4.5,234.5
Levelhead,1837.0,44,8238,0.023952095808383235,4.484485574305934
Level 22,3.0,23,159,7.666666666666667,53.0
Letterbox by POWGI,0.5,28,43,56.0,86.0
Letter Quest: Grimm's Journey Remastered,15.0,60,706,4.0,47.06666666666667
Lethal League Blaze,15.0,15,3089,1.0,205.93333333333334
Lethal League,51.0,13,3384,0.2549019607843137,66.3529411764706
Let's! Revolution!,16.0,30,1852,1.875,115.75
Let's Sing and Dance,5.0,20,550,4.0,110.0
Let's Sing Queen,4.0,10,1002,2.5,250.5
Let's Sing Country,6.0,10,1310,1.6666666666666667,218.33333333333334
Let's Sing ABBA,4.0,10,939,2.5,234.75
Let's Sing 2025,15.0,20,2179,1.3333333333333333,145.26666666666668
Let's Sing 2024,12.0,10,2251,0.8333333333333334,187.58333333333334
Let's Sing 2023,6.0,10,1881,1.6666666666666667,313.5
Let's Sing 2022,5.0,10,1445,2.0,289.0
Let's Sing 2021 (FR),4.0,10,581,2.5,145.25
Let's Sing 2021 (ES),4.0,10,344,2.5,86.0
Let's Sing 2021 (DE),4.0,10,870,2.5,217.5
Let's Sing 2021 (Asian),4.0,10,214,2.5,53.5
Let's Sing 2021,4.0,10,1175,2.5,293.75
Let's Sing 2020 (FR),4.0,10,670,2.5,167.5
Let's Sing 2020 (DE),4.0,10,682,2.5,170.5
Let's Sing 2020,4.0,10,1000,2.5,250.0
Let's Sing 2017 (FR),15.0,10,1071,0.6666666666666666,71.4
Let's Sing 2017,22.0,10,1510,0.45454545454545453,68.63636363636364
Let's Sing 2016,12.0,37,1158,3.0833333333333335,96.5
Let's School,32.0,44,2088,1.375,65.25
Let's Cook Together,25.0,41,464,1.64,18.56
Let's Cheer!,3.0,20,472,6.666666666666667,157.33333333333334
Let's Build a Zoo,68.0,45,5829,0.6617647058823529,85.72058823529412
Let Them Come,8.0,23,1379,2.875,172.375
Let Me Sleep,5.0,19,419,3.8,83.8
Lesson Learned,10.0,16,853,1.6,85.3
Leo: The Firefighter Cat,7.0,10,496,1.4285714285714286,70.85714285714286
Leo's Fortune,33.0,37,2521,1.121212121212121,76.39393939393939
Lemon Cake,20.0,17,1021,0.85,51.05
Lemnis Gate (Windows),50.0,31,2489,0.62,49.78
Lemnis Gate,60.0,31,3837,0.5166666666666667,63.95
Leisure Suit Larry: Wet Dreams Dry Twice,12.0,23,369,1.9166666666666667,30.75
Leisure Suit Larry: Box Office Bust,12.0,30,1598,2.5,133.16666666666666
Leisure Suit Larry - Wet Dreams Don't Dry,6.0,31,508,5.166666666666667,84.66666666666667
Legends of Ethernal,15.0,30,3552,2.0,236.8
Legendary Heroes,90.0,39,4951,0.43333333333333335,55.01111111111111
Legendary Eleven,10.0,25,1187,2.5,118.7
Legendary,60.0,50,2240,0.8333333333333334,37.333333333333336
Legend of the Tetrarchs,20.0,26,337,1.3,16.85
Legend of the Skyfish,3.0,15,81,5.0,27.0
Legend of the Guardians,15.0,50,695,3.3333333333333335,46.333333333333336
Legend of Mana,35.0,29,5887,0.8285714285714286,168.2
Legend of Keepers: Career of a Dungeon Manager,57.0,24,2770,0.42105263157894735,48.59649122807018
Legend of Kay - Anniversary,25.0,25,1817,1.0,72.68
Legend of Ixtona,42.0,16,1428,0.38095238095238093,34.0
Legend Bowl,59.0,46,2735,0.7796610169491526,46.355932203389834
Legal Dungeon,10.0,10,220,1.0,22.0
Legacy of Kain: Soul Reaver 1 & 2 Remastered,15.0,83,1479,5.533333333333333,98.6
Left 4 Dead 2,25.0,65,1554,2.6,62.16
Left 4 Dead,50.0,65,1570,1.3,31.4
League of Evil,3.0,21,325,7.0,108.33333333333333
League of Enthusiastic Losers,0.5,10,19,20.0,38.0
Le Tour de France 2013 - 100th Edition,20.0,26,378,1.3,18.9
Le Tour de France 2009,6.0,12,148,2.0,24.666666666666668
Lazy Raiders,6.0,12,88,2.0,14.666666666666666
Lazy Galaxy: Rebel Story,4.0,10,227,2.5,56.75
Layers of Fear 2,10.0,32,1167,3.2,116.7
Layers of Fear (2016),11.0,27,2181,2.4545454545454546,198.27272727272728
Layers of Fear,25.0,52,1982,2.08,79.28
Layer Section & Galactic Attack S-Tribute,1.0,13,245,13.0,245.0
Laws of Machine,4.0,16,616,4.0,154.0
Lawn Mowing Simulator,65.0,54,5796,0.8307692307692308,89.16923076923077
Launcher Heroes,3.0,10,305,3.3333333333333335,101.66666666666667
Late Shift,3.0,20,461,6.666666666666667,153.66666666666666
Last Time I Saw You,9.0,36,616,4.0,68.44444444444444
Last Stop,6.0,35,542,5.833333333333333,90.33333333333333
Last Night of Winter,9.0,15,1617,1.6666666666666667,179.66666666666666
Last Labyrinth -Lucidity Lost-,10.0,35,706,3.5,70.6
Last Labyrinth (Windows),7.0,35,975,5.0,139.28571428571428
Last Escape: Dead Complex,4.0,10,608,2.5,152.0
Last Days of Lazarus,4.0,57,518,14.25,129.5
Last Call BBS (Windows),15.0,10,1049,0.6666666666666666,69.93333333333334
Last Beat Enhanced,0.5,13,44,26.0,88.0
Laserlife,2.0,12,386,6.0,193.0
Laser League,60.0,24,7060,0.4,117.66666666666667
Lara Croft and the Temple of Osiris,15.0,40,2213,2.6666666666666665,147.53333333333333
Lara Croft and the Guardian of Light,12.0,12,168,1.0,14.0
Lara Croft Tomb Raider: Legend,26.0,33,957,1.2692307692307692,36.80769230769231
Lanternium,1.0,13,84,13.0,84.0
Landnama,38.0,15,1892,0.39473684210526316,49.78947368421053
Landflix Odyssey,8.0,21,626,2.625,78.25
Land It!,15.0,25,2720,1.6666666666666667,181.33333333333334
Lamentum,4.0,19,1764,4.75,441.0
Lakeview Cabin Collection,25.0,39,1810,1.56,72.4
Lake Ridden,1.0,16,109,16.0,109.0
Lake,6.0,10,270,1.6666666666666667,45.0
Lair of the Clockwork God,6.0,22,1155,3.6666666666666665,192.5
Laika: Aged Through Blood,50.0,42,1909,0.84,38.18
Ladders by POWGI,0.5,42,16,84.0,32.0
Lacuna - A Sci-Fi Noir Adventure,32.0,25,1199,0.78125,37.46875
Lab Crisis (Windows),0.25,30,628,120.0,2512.0
Lab Crisis,0.25,30,262,120.0,1048.0
LUNARK,6.0,33,763,5.5,127.16666666666667
LOUD: My Road to Fame,26.0,27,1690,1.0384615384615385,65.0
LOST ORBIT: Terminal Velocity,4.0,33,1160,8.25,290.0
LMA Manager 2007,20.0,22,268,1.1,13.4
LIT: Bend the Light,3.0,23,446,7.666666666666667,148.66666666666666
LISA: The Painful - Definitive Edition,37.0,58,1359,1.5675675675675675,36.729729729729726
LISA: The Joyful - Definitive Edition,6.0,10,665,1.6666666666666667,110.83333333333333
LIMBO (Xbox 360),6.0,12,93,2.0,15.5
LIMBO (Windows),2.0,13,850,6.5,425.0
LIMBO,8.0,13,1210,1.625,151.25
LIGHTNING RETURNS: FINAL FANTASY XIII (Windows),30.0,42,1306,1.4,43.53333333333333
LIGHTNING RETURNS: FINAL FANTASY XIII,40.0,42,1059,1.05,26.475
LEGO Worlds,51.0,71,4824,1.392156862745098,94.58823529411765
LEGO The Lord of the Rings,25.0,48,547,1.92,21.88
LEGO The Incredibles,15.0,51,543,3.4,36.2
LEGO The Hobbit (Xbox 360),35.0,39,584,1.1142857142857143,16.685714285714287
LEGO The Hobbit,40.0,39,626,0.975,15.65
LEGO Star Wars: The Skywalker Saga,80.0,45,2132,0.5625,26.65
LEGO Star Wars: The Force Awakens (Xbox 360),25.5,64,760,2.5098039215686274,29.80392156862745
LEGO Star Wars: The Force Awakens,26.0,64,717,2.4615384615384617,27.576923076923077
LEGO Star Wars: The Complete Saga,35.0,42,873,1.2,24.942857142857143
LEGO Star Wars III: The Clone Wars,25.0,48,1236,1.92,49.44
LEGO Star Wars II: The Original Trilogy,25.0,29,1085,1.16,43.4
LEGO Rock Band,40.0,49,974,1.225,24.35
LEGO Pirates of the Caribbean: The Video Game,20.0,40,729,2.0,36.45
LEGO Marvel's Avengers (Xbox 360),32.5,65,1104,2.0,33.96923076923077
LEGO Marvel's Avengers,39.5,65,872,1.6455696202531647,22.075949367088608
LEGO Marvel Super Heroes 2,60.0,75,1346,1.25,22.433333333333334
LEGO Marvel Super Heroes (Xbox 360),25.0,45,585,1.8,23.4
LEGO Marvel Super Heroes,40.0,45,711,1.125,17.775
LEGO Jurassic World (Xbox 360),25.0,49,675,1.96,27.0
LEGO Jurassic World,25.0,49,527,1.96,21.08
LEGO Indiana Jones: Original Adventures,20.0,50,671,2.5,33.55
LEGO Indiana Jones 2: The Adventure Continues,20.0,38,636,1.9,31.8
LEGO Harry Potter: Years 5-7,25.0,49,401,1.96,16.04
LEGO Harry Potter: Years 1-4,25.0,36,409,1.44,16.36
LEGO Harry Potter Collection (Xbox One),40.0,84,1328,2.1,33.2
LEGO Harry Potter Collection,40.0,84,870,2.1,21.75
LEGO Dimensions (Xbox 360),37.5,77,1895,2.0533333333333332,50.53333333333333
LEGO Dimensions,41.0,77,1552,1.8780487804878048,37.853658536585364
LEGO DC Super-Villains,40.0,75,1297,1.875,32.425
LEGO CITY Undercover,40.0,48,1298,1.2,32.45
LEGO Builder's Journey,2.0,13,373,6.5,186.5
LEGO Bricktales,15.0,21,1163,1.4,77.53333333333333
LEGO Brawls,6.0,18,867,3.0,144.5
LEGO Batman 3: Beyond Gotham (Xbox 360),25.5,70,895,2.7450980392156863,35.09803921568628
LEGO Batman 3: Beyond Gotham,36.0,70,1067,1.9444444444444444,29.63888888888889
LEGO Batman 2: DC Super Heroes,25.0,37,667,1.48,26.68
LEGO Batman (JP),20.0,46,130,2.3,6.5
LEGO Batman,20.0,46,622,2.3,31.1
LEGO 2K Drive,60.0,38,4216,0.6333333333333333,70.26666666666667
LASERPITIUM,2.0,29,1902,14.5,951.0
LAPIN,30.0,94,2659,3.1333333333333333,88.63333333333334
LA-MULANA 2 (JP),62.0,51,3396,0.8225806451612904,54.774193548387096
LA-MULANA 2,68.0,46,2773,0.6764705882352942,40.779411764705884
LA-MULANA (JP),48.0,54,2954,1.125,61.541666666666664
LA-MULANA,60.0,54,4847,0.9,80.78333333333333
LA Cops,6.0,13,683,2.1666666666666665,113.83333333333333
L.O.L. Surprise! B.B.s BORN TO TRAVEL,4.0,14,272,3.5,68.0
L.A. Noire (Xbox 360),29.0,60,990,2.0689655172413794,34.13793103448276
L.A. Noire (JP),40.0,62,314,1.55,7.85
L.A. Noire,40.0,62,1637,1.55,40.925
Kyurinaga's Revenge,87.0,37,3502,0.42528735632183906,40.252873563218394
Kyub,90.0,42,22313,0.4666666666666667,247.92222222222222
Kursk,17.0,38,2470,2.235294117647059,145.2941176470588
Kuroi Tsubasa,0.5,14,14,28.0,28.0
Kunitsu-Gami: Path of the Goddess,30.0,48,3935,1.6,131.16666666666666
Kunio-kun: The World Classics Collection,38.0,55,1684,1.4473684210526316,44.31578947368421
Kunio-kun's Nekketsu Soccer League,1.0,10,609,10.0,609.0
KungFu Kickball,11.0,26,2889,2.3636363636363638,262.6363636363636
Kung-Fu for Kinect,14.0,20,2438,1.4285714285714286,174.14285714285714
Kung Fury: Street Rage - ULTIMATE EDITION,11.0,28,999,2.5454545454545454,90.81818181818181
Kung Fu Panda: Showdown of Legendary Legends,50.0,25,3430,0.5,68.6
Kung Fu Panda 2,6.0,47,1249,7.833333333333333,208.16666666666666
Kung Fu Panda,8.0,39,924,4.875,115.5
Kubics (Windows),0.5,40,217,80.0,434.0
Kubics,0.5,40,309,80.0,618.0
Krut: The Mythic Wings,9.0,17,1943,1.8888888888888888,215.88888888888889
KrissX,4.0,12,46,3.0,11.5
Krinkle Krusher,3.0,13,306,4.333333333333333,102.0
Krimson,12.0,12,4188,1.0,349.0
Krampus Kills,12.0,16,1854,1.3333333333333333,154.5
Kraken Academy!!,6.0,48,494,8.0,82.33333333333333
Kovox Pitch,0.25,25,15,100.0,60.0
Korgan,1.0,11,148,11.0,148.0
Kong: Survivor Instinct,18.0,43,1176,2.388888888888889,65.33333333333333
Kona II: Brume,15.0,39,2137,2.6,142.46666666666667
Kona,8.0,35,1508,4.375,188.5
Kombinera,71.0,35,3229,0.49295774647887325,45.478873239436616
Koh-Lanta,18.0,11,1030,0.6111111111111112,57.22222222222222
Koa and the Five Pirates of Mara,6.0,38,656,6.333333333333333,109.33333333333333
Knowledge Keeper (Xbox One),1.0,15,580,15.0,580.0
Knowledge Keeper (Windows),1.0,15,162,15.0,162.0
Knowledge Keeper,1.0,15,757,15.0,757.0
Know by heart...,13.0,20,1112,1.5384615384615385,85.53846153846153
Knockout City,60.0,50,2856,0.8333333333333334,47.6
Knock-Knock,6.0,18,1248,3.0,208.0
Knights of Pen and Paper +1 Deluxier Edition,20.0,18,1361,0.9,68.05
Knights of Pen & Paper 2 Deluxiest Edition,20.0,16,1053,0.8,52.65
Knights of Grayfang,6.0,31,221,5.166666666666667,36.833333333333336
Knights of Braveland,72.0,29,945,0.4027777777777778,13.125
Knights and Bikes,10.0,36,1902,3.6,190.2
Knights Contract,50.0,50,1537,1.0,30.74
Knights & Guns,40.0,67,1339,1.675,33.475
Knightin'+ (Xbox One),1.0,15,73,15.0,73.0
Knightin'+,0.5,15,61,30.0,122.0
Knight's Retreat,1.0,28,191,28.0,191.0
Knight vs Giant: The Broken Excalibur,27.0,25,508,0.9259259259259259,18.814814814814813
Knight Squad 2,2.0,17,497,8.5,248.5
Knight Squad,2.0,15,826,7.5,413.0
Knee Deep,6.0,43,226,7.166666666666667,37.666666666666664
Klang 2,8.0,32,1408,4.0,176.0
Kitty Powers' Matchmaker,25.0,31,1651,1.24,66.04
Kitten Island (Xbox One),0.25,30,273,120.0,1092.0
Kitten Island (Windows),0.25,20,35,80.0,140.0
Kitten Island,0.25,20,88,80.0,352.0
Kitten Hero,0.5,11,64,22.0,128.0
Kiting Cat (Windows),0.25,30,230,120.0,920.0
Kiting Cat,0.25,30,319,120.0,1276.0
Kitaria Fables,20.0,27,1105,1.35,55.25
Kingdoms of Amalur: Reckoning (JP),60.0,61,669,1.0166666666666666,11.15
Kingdoms of Amalur: Reckoning,66.0,61,1158,0.9242424242424242,17.545454545454547
Kingdoms of Amalur: Re-Reckoning,75.0,69,2326,0.92,31.013333333333332
Kingdoms and Castles,12.0,12,1617,1.0,134.75
Kingdoms & Lords (Windows),25.0,20,369,0.8,14.76
Kingdom: New Lands,30.0,34,2309,1.1333333333333333,76.96666666666667
Kingdom's Dungeon Rage,1.0,12,58,12.0,58.0
Kingdom of Aurelia: Mystery of the Poisoned Dagger,1.0,10,78,10.0,78.0
Kingdom of Arcadia,1.0,21,75,21.0,75.0
Kingdom Under Fire: Circle of Doom,100.0,32,1822,0.32,18.22
Kingdom Two Crowns,20.0,46,5317,2.3,265.85
Kingdom Rush Origins,25.0,83,708,3.32,28.32
Kingdom Rush Frontiers,25.0,85,572,3.4,22.88
Kingdom Rush,20.0,74,566,3.7,28.3
Kingdom Eighties,20.0,31,645,1.55,32.25
Kingdom Come: Deliverance II,119.0,48,3626,0.40336134453781514,30.470588235294116
Kingdom Come: Deliverance (Windows),150.0,82,4940,0.5466666666666666,32.93333333333333
Kingdom Come: Deliverance,224.0,82,7014,0.36607142857142855,31.3125
King's Quest: The Complete Collection,11.0,53,316,4.818181818181818,28.727272727272727
King's Quest (Xbox 360),11.0,53,1025,4.818181818181818,93.18181818181819
King's Quest,11.0,53,1074,4.818181818181818,97.63636363636364
King's Heir: Rise to the Throne,3.0,19,211,6.333333333333333,70.33333333333333
King's Guard TD,8.0,10,492,1.25,61.5
King's Bounty II,60.0,49,2848,0.8166666666666667,47.46666666666667
King of the Hat,5.0,37,727,7.4,145.4
King of the Arcade,0.25,15,120,60.0,480.0
King of Seas,40.0,29,2112,0.725,52.8
