Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
King Oddball,15.0,16,777,1.0666666666666667,51.8
King Leo,0.25,14,43,56.0,172.0
King Arthur: Knight's Tale,159.0,58,3358,0.36477987421383645,21.11949685534591
Kinectimals Unleashed (Windows),25.0,10,102,0.4,4.08
Kinectimals,22.0,60,3122,2.727272727272727,141.9090909090909
Kinect: Disneyland Adventures,80.0,49,5313,0.6125,66.4125
Kinect Star Wars,40.0,50,4673,1.25,116.825
Kinect Sports: Season Two,63.0,70,3022,1.1111111111111112,47.96825396825397
Kinect Sports Rivals,26.0,60,3646,2.3076923076923075,140.23076923076923
Kinect Sports Gems: Ski Race,2.0,10,32,5.0,16.0
Kinect Sports Gems: Reaction Rally,1.0,10,20,10.0,20.0
Kinect Sports Gems: Prize Driver,1.0,10,23,10.0,23.0
Kinect Sports Gems: Ping Pong,2.0,10,37,5.0,18.5
Kinect Sports Gems: Penalty Saver,2.0,10,13,5.0,6.5
Kinect Sports Gems: Field Goal Contest,1.0,10,28,10.0,28.0
Kinect Sports Gems: Darts vs. Zombies,2.0,10,45,5.0,22.5
Kinect Sports Gems: Boxing Fight,2.0,10,33,5.0,16.5
Kinect Sports Gems: 3 Point Contest,1.0,10,27,10.0,27.0
Kinect Sports Gems: 10 Frame Bowling,4.0,10,36,2.5,9.0
Kinect Sports,84.0,70,3448,0.8333333333333334,41.04761904761905
Kinect Sesame Street TV DVD,8.0,42,521,5.25,65.125
Kinect Sesame Street TV,18.0,92,2780,5.111111111111111,154.44444444444446
Kinect Rush: A Disney/Pixar Adventure,20.0,50,2446,2.5,122.3
Kinect PlayFit,40.0,20,265,0.5,6.625
Kinect Party,2.0,20,183,10.0,91.5
Kinect Nat Geo TV DVD,4.0,40,736,10.0,184.0
Kinect Nat Geo TV,4.0,74,1725,18.5,431.25
Kinect Fun Labs: Mutation Station,0.25,8,8,32.0,32.0
Kinect Fun Labs: Musical Feet,0.25,7,10,28.0,40.0
Kinect Fun Labs: Mars Rover Landing,1.0,8,51,8.0,51.0
Kinect Fun Labs: Kinect Sparkler,1.0,8,32,8.0,32.0
Kinect Fun Labs: Kinect Rush: Snapshot,0.25,7,5,28.0,20.0
Kinect Fun Labs: Kinect Me,1.0,8,44,8.0,44.0
Kinect Fun Labs: Kinect Googly Eyes,1.0,8,60,8.0,60.0
Kinect Fun Labs: Junk Fu,0.25,8,5,32.0,20.0
Kinect Fun Labs: I Am Super!,1.0,7,12,7.0,12.0
Kinect Fun Labs: Build A Buddy,1.0,8,44,8.0,44.0
Kinect Fun Labs: Bobble Head,1.0,8,25,8.0,25.0
Kinect Fun Labs: Battle Stuff,1.0,8,26,8.0,26.0
Kinect Fun Labs: Avatar Kinect,1.0,8,42,8.0,42.0
Kinect Fun Labs: Air Band,0.25,8,16,32.0,64.0
Kinect Fun Labs: 5 Micro Lab Challenge,1.0,8,13,8.0,13.0
Kinect Adventures,20.0,32,2639,1.6,131.95
Kine,1.0,13,294,13.0,294.0
Kinduo 2 - Frostbite,1.0,18,143,18.0,143.0
Kinduo,1.0,12,56,12.0,56.0
Killing Time: Resurrected,9.0,14,802,1.5555555555555556,89.11111111111111
Killer is Dead,25.0,47,1922,1.88,76.88
Killer Queen Black,40.0,39,4842,0.975,121.05
Killer Klowns from Outer Space: The Game,25.0,48,899,1.92,35.96
Killer Instinct Classic,15.0,30,1255,2.0,83.66666666666667
Killer Instinct 2 Classic,15.0,30,1222,2.0,81.46666666666667
Killer Instinct,390.0,464,26071,1.1897435897435897,66.84871794871795
Killer Frequency,6.0,27,625,4.5,104.16666666666667
Killer Chambers,28.0,26,2122,0.9285714285714286,75.78571428571429
Kill The Bad Guy,5.0,12,1354,2.4,270.8
Kill It With Fire,4.0,24,1355,6.0,338.75
Kiki - A Vibrant 3D Platformer,2.0,36,950,18.0,475.0
Kid Tripp,6.0,20,2550,3.3333333333333335,425.0
Kid Ball Adventure,0.25,11,11,44.0,44.0
KickBeat – Special Edition,30.0,40,4010,1.3333333333333333,133.66666666666666
Kick-Ass 2,4.0,21,72,5.25,18.0
"Kick it, Bunny!",2.5,68,1036,27.2,414.4
Kick & Fennick,8.0,15,1155,1.875,144.375
Kholat,6.0,20,1191,3.3333333333333335,198.5
KeyWe,15.0,16,1950,1.0666666666666667,130.0
Kerbal Space Program Enhanced Edition,40.0,44,6283,1.1,157.075
Keplerth (Windows),161.0,58,4082,0.36024844720496896,25.354037267080745
Kentucky Route Zero: TV Edition,6.0,24,1620,4.0,270.0
Kena: Bridge of Spirits,15.0,41,1172,2.7333333333333334,78.13333333333334
Ken Follett's The Pillars of the Earth,15.0,41,655,2.7333333333333334,43.666666666666664
Keep Talking and Nobody Explodes,8.0,10,2316,1.25,289.5
Kaze and the Wild Masks,12.0,25,1315,2.0833333333333335,109.58333333333333
Kattish,0.25,15,163,60.0,652.0
Katana ZERO,20.0,22,2639,1.1,131.95
Katana Kata,7.0,13,1973,1.8571428571428572,281.85714285714283
Katamari Damacy Reroll (Windows),20.0,21,1509,1.05,75.45
Katamari Damacy Reroll,20.0,21,2380,1.05,119.0
KartRider: Drift,120.0,28,5065,0.23333333333333334,42.208333333333336
KarmaZoo,30.0,22,1756,0.7333333333333333,58.53333333333333
Karma. Incarnation 1,1.0,17,180,17.0,180.0
Kargast,7.0,15,467,2.142857142857143,66.71428571428571
Karaoke Revolution: Glee Volume 3,6.0,18,471,3.0,78.5
Karaoke Revolution,30.0,50,1320,1.6666666666666667,44.0
Karaoke,25.0,30,1020,1.2,40.8
Kao the Kangaroo,12.0,26,1511,2.1666666666666665,125.91666666666667
Kansei: The Second Turn HD,0.25,12,23,48.0,92.0
Kanjozoku Game Racer,3.0,10,265,3.3333333333333335,88.33333333333333
Kane & Lynch: Dead Men,61.0,52,3119,0.8524590163934426,51.131147540983605
Kane & Lynch 2: Dog Days,50.0,59,2829,1.18,56.58
Kamiko,4.0,27,1264,6.75,316.0
Kamikaze Veggies,15.0,19,823,1.2666666666666666,54.86666666666667
Kameo: Elements of Power,38.0,50,2993,1.3157894736842106,78.76315789473684
Kalinur,0.5,15,64,30.0,128.0
Kalimba,31.5,42,6385,1.3333333333333333,202.6984126984127
Kaiju Wars,0.5,26,803,52.0,1606.0
Kaiju Panic,20.0,11,2305,0.55,115.25
Kaichu - The Kaiju Dating Sim,3.0,15,331,5.0,110.33333333333333
Kabaret,75.0,67,2971,0.8933333333333333,39.61333333333334
KOF Sky Stage,2.0,12,95,6.0,47.5
KLONOA Phantasy Reverie Series,15.0,25,1006,1.6666666666666667,67.06666666666666
KINGDOM HEARTS Melody of Memory (JP),30.0,44,346,1.4666666666666666,11.533333333333333
KINGDOM HEARTS Melody of Memory (Asian),30.0,44,327,1.4666666666666666,10.9
KINGDOM HEARTS Melody of Memory,40.0,44,726,1.1,18.15
KINGDOM HEARTS III (JP),40.0,51,988,1.275,24.7
KINGDOM HEARTS III (Asian),72.0,51,4175,0.7083333333333334,57.986111111111114
KINGDOM HEARTS III,90.0,51,2913,0.5666666666666667,32.36666666666667
KINGDOM HEARTS HD 2.8 Final Chapter Prologue (JP),56.0,69,1254,1.2321428571428572,22.392857142857142
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,50.0,69,3544,1.38,70.88
KINGDOM HEARTS - HD 1.5+2.5 ReMIX - (JP),266.0,197,4751,0.7406015037593985,17.860902255639097
KINGDOM HEARTS - HD 1.5+2.5 ReMIX,200.0,197,8879,0.985,44.395
KILLING FLOOR 2,25.0,65,2075,2.6,83.0
KILL KNIGHT,33.0,47,6740,1.4242424242424243,204.24242424242425
KAUIL'S TREASURE,1.0,17,98,17.0,98.0
Justice Sucks,14.0,37,1398,2.642857142857143,99.85714285714286
Justice Chronicles,20.0,20,825,1.0,41.25
Just a Phrase by POWGI,1.0,39,27,39.0,27.0
Just Sing,10.0,35,1630,3.5,163.0
Just Shapes & Beats,12.0,26,1541,2.1666666666666665,128.41666666666666
Just Ignore Them,1.0,33,69,33.0,69.0
Just Die Already,12.0,12,3079,1.0,256.5833333333333
Just Dance: Disney Party 2 (Xbox 360),6.0,45,1178,7.5,196.33333333333334
Just Dance: Disney Party 2,10.0,47,1753,4.7,175.3
Just Dance 4,60.0,40,3210,0.6666666666666666,53.5
Just Dance 2022,25.0,32,1671,1.28,66.84
Just Dance 2021 (Xbox One),40.0,35,2146,0.875,53.65
Just Dance 2021,83.0,35,3870,0.42168674698795183,46.626506024096386
Just Dance 2020,128.0,37,2597,0.2890625,20.2890625
Just Dance 2019,103.0,37,2167,0.3592233009708738,21.038834951456312
Just Dance 2018,80.0,41,2851,0.5125,35.6375
Just Dance 2017 (CN),11.0,31,1945,2.8181818181818183,176.8181818181818
Just Dance 2017,116.0,40,3605,0.3448275862068966,31.07758620689655
Just Dance 2016,30.0,36,3286,1.2,109.53333333333333
Just Dance 2015 (CN),19.0,34,2406,1.7894736842105263,126.63157894736842
Just Dance 2015,80.0,55,4206,0.6875,52.575
Just Dance 2014,367.0,48,2910,0.1307901907356948,7.929155313351498
Just Dance,6.0,14,737,2.3333333333333335,122.83333333333333
Just Crow Things,8.0,36,789,4.5,98.625
Just Cause 4,60.0,61,7197,1.0166666666666666,119.95
Just Cause 3,66.0,66,2603,1.0,39.43939393939394
Just Cause 2 (JP),60.0,50,791,0.8333333333333334,13.183333333333334
Just Cause 2,60.0,50,1626,0.8333333333333334,27.1
Just Cause,25.0,50,839,2.0,33.56
Jusant,6.0,21,1431,3.5,238.5
Jurassic: The Hunted,6.0,31,384,5.166666666666667,64.0
Jurassic World Evolution 2,67.0,54,5640,0.8059701492537313,84.17910447761194
Jurassic World Evolution,83.0,73,7036,0.8795180722891566,84.7710843373494
Jurassic Pinball,1.0,15,179,15.0,179.0
Jurassic Park: The Game,8.0,50,432,6.25,54.0
Jurassic Park Classic Games Collection,21.0,14,718,0.6666666666666666,34.19047619047619
Jumper: Griffin's Story,3.0,20,339,6.666666666666667,113.0
JumpJet Rex,15.0,51,4822,3.4,321.46666666666664
"Jump, Step, Step",1.0,10,78,10.0,78.0
Jump Stars,24.0,20,1656,0.8333333333333334,69.0
Jump King,102.0,48,6450,0.47058823529411764,63.23529411764706
Jump Force,60.0,50,5009,0.8333333333333334,83.48333333333333
Jumbo Airport Story,15.0,10,377,0.6666666666666666,25.133333333333333
Jumanji: Wild Adventures,39.0,41,1276,1.0512820512820513,32.717948717948715
Jumanji: The Video Game,12.0,57,1133,4.75,94.41666666666667
Jujutsu Kaisen: Cursed Clash,195.0,57,2777,0.2923076923076923,14.24102564102564
Jujubos,2.0,23,410,11.5,205.0
Juiced 2: Hot Import Nights,150.0,60,3512,0.4,23.413333333333334
Judgment,80.0,46,2074,0.575,25.925
Jubilee,2.0,11,300,5.5,150.0
Joy Ride Turbo,8.0,12,428,1.5,53.5
Joust,80.0,12,1471,0.15,18.3875
Journey to the Savage Planet: Employee of the Month Edition (Windows),12.0,51,1942,4.25,161.83333333333334
Journey to the Savage Planet: Employee of the Month Edition,15.0,51,2283,3.4,152.2
Journey to the Savage Planet,21.0,51,2497,2.4285714285714284,118.9047619047619
Journey to Kreisia,33.0,31,766,0.9393939393939394,23.21212121212121
Journey of the Broken Circle,5.0,11,547,2.2,109.4
Journey of Johann: Grasslands (Xbox One),0.5,11,124,22.0,248.0
Journey of Johann: Grasslands (Windows),0.5,11,50,22.0,100.0
Journey of Johann: Grasslands,0.5,11,119,22.0,238.0
Jotun: Valhalla Edition,20.0,36,4634,1.8,231.7
Josh Journey: Darkness Totems,8.0,42,1039,5.25,129.875
Jorel's Brother and The Most Important Game of the Galaxy,12.0,49,1103,4.083333333333333,91.91666666666667
Jonah Lomu Rugby Challenge,20.0,24,1290,1.2,64.5
Johnny Trigger,6.0,34,437,5.666666666666667,72.83333333333333
Johnny Rocket,0.5,10,111,20.0,222.0
John Woo Presents Stranglehold (JP),15.0,45,614,3.0,40.93333333333333
John Woo Presents Stranglehold (DE),15.0,55,1499,3.6666666666666665,99.93333333333334
John Woo Presents Stranglehold,21.0,55,2076,2.619047619047619,98.85714285714286
John Wick Hex,15.0,31,4143,2.066666666666667,276.2
Joe Wander and the Enigmatic Adventures,34.0,27,2418,0.7941176470588235,71.11764705882354
Joe Danger: Special Edition,15.0,20,460,1.3333333333333333,30.666666666666668
Joe Danger 2: The Movie,16.0,38,1120,2.375,70.0
JoJo's Bizarre Adventure: All-Star Battle R,15.0,45,2896,3.0,193.06666666666666
JoJo's Bizarre Adventure HD,2.0,12,155,6.0,77.5
JoJo Siwa: Worldwide Party,2.0,15,152,7.5,76.0
Jitsu Squad,10.0,30,757,3.0,75.7
Jisei: The First Case HD,0.25,12,19,48.0,76.0
Jinshin,10.0,30,310,3.0,31.0
Jewel Quest,25.0,12,76,0.48,3.04
Jewel Fever 3,9.0,15,743,1.6666666666666667,82.55555555555556
Jettomero: Hero of the Universe,3.0,15,236,5.0,78.66666666666667
"Jett Rider - Reduce, reuse and BLAST IT OFF!",9.0,25,1388,2.7777777777777777,154.22222222222223
Jetpack Kiwi,1.0,12,174,12.0,174.0
Jetpack Joyride (Windows),6.0,20,139,3.3333333333333335,23.166666666666668
Jetpac Refuelled,10.0,12,787,1.2,78.7
Jetboard Joust,32.0,64,3543,2.0,110.71875
Jet Set Radio,25.0,30,1297,1.2,51.88
Jet Set Knights,1.0,12,80,12.0,80.0
Jet Kave Adventure,50.0,30,3970,0.6,79.4
Jet Car Stunts (Xbox 360),4.0,12,489,3.0,122.25
Jet Car Stunts,6.0,12,1421,2.0,236.83333333333334
Jeremy McGrath's Offroad,8.0,12,34,1.5,4.25
Jeopardy! PlayShow,12.0,11,1367,0.9166666666666666,113.91666666666667
Jeopardy! (2012),25.0,45,619,1.8,24.76
Jeopardy!,12.0,13,1237,1.0833333333333333,103.08333333333333
Jelly Brawl,29.0,20,1983,0.6896551724137931,68.37931034482759
Jay and Silent Bob - Mall Brawl,22.0,20,4358,0.9090909090909091,198.0909090909091
JanKenUP!,8.0,12,1292,1.5,161.5
James Cameron's Avatar,20.0,39,1569,1.95,78.45
James Bond 007: Blood Stone,100.0,50,1516,0.5,15.16
Jagged Alliance 3,210.0,50,2571,0.23809523809523808,12.242857142857142
JackQuest: Tale of the Sword,1.0,13,189,13.0,189.0
Jack N' Jill DX,0.25,11,4,44.0,16.0
Jack Move,2.0,10,397,5.0,198.5
Jack Dragon and the Stone of Peace,0.5,17,272,34.0,544.0
Jack 'n' Hat,0.5,15,27,30.0,54.0
JYDGE,20.0,15,1701,0.75,85.05
JUJU,8.0,19,989,2.375,123.625
JCB Pioneer: Mars,40.0,24,1400,0.6,35.0
JASF: Jane's Advanced Strike Fighters,15.0,36,1262,2.4,84.13333333333334
JAM Live Music Arcade,4.0,12,102,3.0,25.5
Ittle Dew 2,12.0,10,554,0.8333333333333334,46.166666666666664
Itorah,15.0,21,1392,1.4,92.8
It's Quiz Time,15.0,38,1144,2.533333333333333,76.26666666666667
It's Kooky,0.5,13,37,26.0,74.0
It came from space and ate our brains,42.0,57,3090,1.3571428571428572,73.57142857142857
It Takes Two,12.0,20,803,1.6666666666666667,66.91666666666667
It Lurks Below,20.0,20,2626,1.0,131.3
It Could Happen To You,1.0,15,273,15.0,273.0
Istanbul: Digital Edition,177.0,75,3834,0.423728813559322,21.661016949152543
Isonzo,60.0,45,3453,0.75,57.55
Islets,10.0,44,360,4.4,36.0
Islands of Wakfu,10.0,12,268,1.2,26.8
Island Saver,9.0,33,1026,3.6666666666666665,114.0
Island Farmer,3.0,20,217,6.666666666666667,72.33333333333333
Island Cities - Jigsaw Puzzle,6.0,26,313,4.333333333333333,52.166666666666664
Isekai Rondo,10.0,32,514,3.2,51.4
Irony Curtain: From Matryoshka with Love,5.0,42,294,8.4,58.8
Ironcast,55.0,14,1425,0.2545454545454545,25.90909090909091
Iron Wings,15.0,35,1973,2.3333333333333335,131.53333333333333
Iron Snout,1.0,15,28,15.0,28.0
Iron Sky: Invasion,8.0,30,612,3.75,76.5
Iron Sea Defenders,19.0,12,338,0.631578947368421,17.789473684210527
Iron Meat,15.0,35,1430,2.3333333333333335,95.33333333333333
Iron Man 2,8.0,50,853,6.25,106.625
Iron Man,12.0,39,1101,3.25,91.75
Iron Heart,21.0,12,975,0.5714285714285714,46.42857142857143
Iron Harvest Complete Edition,60.0,35,4164,0.5833333333333334,69.4
Iron Danger,18.0,23,5436,1.2777777777777777,302.0
Iron Crypticle,6.0,38,862,6.333333333333333,143.66666666666666
Iron Brigade,12.0,23,334,1.9166666666666667,27.833333333333332
Iro Hero,0.25,17,24,68.0,96.0
Iris and the Giant,12.0,16,523,1.3333333333333333,43.583333333333336
Iris Fall,1.0,22,462,22.0,462.0
Ion Fury,20.0,29,2226,1.45,111.3
Ion Assault,4.0,12,134,3.0,33.5
Inversus Deluxe,16.0,12,2566,0.75,160.375
Invector: Rhythm Galaxy,8.0,32,673,4.0,84.125
Inukari - Chase of Deception,6.0,10,1557,1.6666666666666667,259.5
Intruders: Hide and Seek,4.0,27,407,6.75,101.75
Intrepid Izzy,9.0,25,653,2.7777777777777777,72.55555555555556
Into the Pit,12.0,10,511,0.8333333333333334,42.583333333333336
Into the Belly of the Beast,49.0,29,4407,0.5918367346938775,89.93877551020408
Into The Sky,1.0,10,26,10.0,26.0
Interpol: The Trail of Dr. Chaos,2.0,12,32,6.0,16.0
International Cricket 2010,15.0,25,535,1.6666666666666667,35.666666666666664
Intel Discovered,1.0,13,245,13.0,245.0
Insurgency: Sandstorm,15.0,30,1957,2.0,130.46666666666667
Instant War: Ultimate Warfare (Windows),1000.0,94,2705,0.094,2.705
Instant Brain,8.0,70,182,8.75,22.75
Inspector Waffles,1.0,15,179,15.0,179.0
Inspector Gadget - MAD Time Party,1.0,11,115,11.0,115.0
Insomnis,0.5,27,158,54.0,316.0
Inside My Radio,6.0,24,1233,4.0,205.5
Insectum - Epic Battles of Bugs,6.0,13,666,2.1666666666666665,111.0
Inscryption,40.0,40,2421,1.0,60.525
Insanely Twisted Shadow Planet,12.0,17,348,1.4166666666666667,29.0
Insane Robots,122.0,78,7331,0.639344262295082,60.09016393442623
Inops,6.0,20,2092,3.3333333333333335,348.6666666666667
InnerSpace,6.0,14,2054,2.3333333333333335,342.3333333333333
Inner Ashes,4.0,24,183,6.0,45.75
Inkulinati,25.0,26,2646,1.04,105.84
InkSplosion,1.0,13,126,13.0,126.0
Ink,13.0,16,2811,1.2307692307692308,216.23076923076923
Injustice: Gods Among Us,150.0,50,5662,0.3333333333333333,37.74666666666667
Injustice 2 (Windows),156.0,74,4682,0.47435897435897434,30.012820512820515
Injustice 2,153.0,74,3396,0.48366013071895425,22.19607843137255
"Injection π23 'No Name, No Number'",96.0,29,3273,0.3020833333333333,34.09375
Injection π23 'Ars regia',298.0,26,1108,0.087248322147651,3.7181208053691277
Infliction: Extended Cut,1.0,19,561,19.0,561.0
Infinity Strash: DRAGON QUEST The Adventure of Dai,50.0,36,1787,0.72,35.74
Infinity Runner,12.0,55,888,4.583333333333333,74.0
Infinity Blade: Saga,30.0,34,900,1.1333333333333333,30.0
Infinitrap: Rehamstered,4.0,11,418,2.75,104.5
Infinite Undiscovery,120.0,50,2227,0.4166666666666667,18.558333333333334
Infinite Minigolf,34.0,40,3521,1.1764705882352942,103.55882352941177
Infinite Links,8.0,33,478,4.125,59.75
Infinite Guitars,10.0,33,1991,3.3,199.1
Infinite Adventures,60.0,74,1415,1.2333333333333334,23.583333333333332
Infinite - Beyond the Mind,22.0,14,1450,0.6363636363636364,65.9090909090909
Infini,0.25,11,26,44.0,104.0
Infestor,0.5,12,23,24.0,46.0
Inferno 2+,1.0,15,30,15.0,30.0
Infernitos (Windows),0.25,32,205,128.0,820.0
Infernitos,0.25,32,256,128.0,1024.0
Infernax,16.0,42,2056,2.625,128.5
Infernal: Hell's Vengeance,15.0,31,1215,2.066666666666667,81.0
"Inescapable: No Rules, No Rescue",71.0,49,1417,0.6901408450704225,19.95774647887324
Inertial Drift,25.0,40,4163,1.6,166.52
Industry Giant 2,100.0,15,2492,0.15,24.92
Industria (JP),1.0,21,127,21.0,127.0
Industria,3.0,21,479,7.0,159.66666666666666
Indoor Kickball,29.0,40,1354,1.3793103448275863,46.689655172413794
Indivisible (Windows),15.0,29,1485,1.9333333333333333,99.0
Indivisible,20.0,37,2266,1.85,113.3
Indigo 7: Quest for Love,6.0,17,985,2.8333333333333335,164.16666666666666
Indiecalypse,2.0,34,315,17.0,157.5
Indiana Jones and the Great Circle,40.0,45,1228,1.125,30.7
In rays of the Light (Xbox One),1.0,15,197,15.0,197.0
In rays of the Light (Windows),1.0,15,37,15.0,37.0
In rays of the Light,1.0,15,228,15.0,228.0
In Space We Brawl: Full Arsenal Edition,34.0,22,2381,0.6470588235294118,70.02941176470588
In Sound Mind,15.0,32,950,2.1333333333333333,63.333333333333336
In My Shadow,4.0,21,428,5.25,107.0
In Between,5.0,10,372,2.0,74.4
Import Tuner Challenge (JP),20.0,27,271,1.35,13.55
Import Tuner Challenge,20.0,27,606,1.35,30.3
Imperia Online (Windows),80.0,30,215,0.375,2.6875
Impact Winter,50.0,24,3854,0.48,77.08
Imp of the Sun,19.0,14,1964,0.7368421052631579,103.36842105263158
Immortus Temporus,0.25,12,62,48.0,248.0
Immortals of Aveum,30.0,47,2482,1.5666666666666667,82.73333333333333
Immortals Fenyx Rising,64.0,68,2317,1.0625,36.203125
Immortality,12.0,27,1064,2.25,88.66666666666667
Immortal: Unchained,129.0,43,5318,0.3333333333333333,41.224806201550386
Immortal Redneck,84.0,44,2395,0.5238095238095238,28.511904761904763
Immortal Realms: Vampire Wars (Windows),40.0,52,3168,1.3,79.2
Immortal Realms: Vampire Wars,60.0,52,3766,0.8666666666666667,62.766666666666666
Immortal Planet,15.0,11,1839,0.7333333333333333,122.6
Immortal Legacy: The Jade Cipher,8.0,36,1047,4.5,130.875
Imagine Earth,25.0,24,2294,0.96,91.76
Illusion: A Tale Of The Mind,15.0,19,1240,1.2666666666666666,82.66666666666667
Illusion of L'Phalcia,20.0,16,360,0.8,18.0
Ikkarus and the Prince of Sin,0.5,12,57,24.0,114.0
Ikenfell,15.0,27,1178,1.8,78.53333333333333
Ikaruga,15.0,12,908,0.8,60.53333333333333
Ikai,1.0,20,595,20.0,595.0
Idle Devils,40.0,15,655,0.375,16.375
Idle Champions of the Forgotten Realms,300.0,34,1377,0.11333333333333333,4.59
Iconoclasts,20.0,11,1763,0.55,88.15
IceLine (Windows),0.5,15,195,30.0,390.0
IceLine,0.5,15,244,30.0,488.0
Ice Cream Surfer,3.0,15,224,5.0,74.66666666666667
Ice Age: Dawn Of The Dinosaurs,8.0,41,262,5.125,32.75
Ice Age Scrat's Nutty Adventure,8.0,36,475,4.5,59.375
ISLANDERS: Console Edition,5.0,26,826,5.2,165.2
IREM Collection Volume 2,4.0,37,653,9.25,163.25
IREM Collection Volume 1,20.0,45,765,2.25,38.25
INSIDE,3.0,14,441,4.666666666666667,147.0
INFERNO CLIMBER: REBORN (Windows),198.0,34,2879,0.1717171717171717,14.54040404040404
INDIKA,3.0,16,465,5.333333333333333,155.0
IN-VERT,1.0,11,30,11.0,30.0
IIN,2.0,80,190,40.0,95.0
"I, Zombie",2.0,12,350,6.0,175.0
"I, Hope",6.0,10,819,1.6666666666666667,136.5
"I, AI (Xbox One)",8.0,20,437,2.5,54.625
"I, AI",8.0,20,443,2.5,55.375
I'm on Observation Duty 6,22.0,26,1038,1.1818181818181819,47.18181818181818
I dream of you and ice cream,0.5,10,64,20.0,128.0
I and Me,3.0,13,426,4.333333333333333,142.0
I Want To Go To Mars (Xbox One),0.25,11,5,44.0,20.0
I Want To Go To Mars,0.25,11,14,44.0,56.0
I Saw Black Clouds,4.0,15,312,3.75,78.0
I Expect You To Die (Windows),4.0,11,626,2.75,156.5
I Did Not Buy This Ticket,0.5,30,74,60.0,148.0
I Am the Hero,18.0,35,1937,1.9444444444444444,107.61111111111111
I Am Your President,22.0,52,2770,2.3636363636363638,125.9090909090909
I Am Fish,40.0,29,13242,0.725,331.05
I Am Dead,4.0,25,457,6.25,114.25
I Am Bread,40.0,35,9303,0.875,232.575
I Am Alive,8.0,12,378,1.5,47.25
Hyposphere: Rebirth,1.0,60,75,60.0,75.0
Hypnospace Outlaw,6.0,14,1313,2.3333333333333335,218.83333333333334
Hyperdrive Massacre,630.0,34,3160,0.05396825396825397,5.015873015873016
HyperParasite,97.0,61,4865,0.6288659793814433,50.154639175257735
HyperDot,5.0,26,2382,5.2,476.4
Hyper-5,2.0,23,737,11.5,368.5
Hyper Void,16.0,15,3228,0.9375,201.75
Hyper Universe,100.0,29,6589,0.29,65.89
Hyper Shapes,3.0,12,1256,4.0,418.6666666666667
Hyper Sentinel,18.0,34,3267,1.8888888888888888,181.5
Hyper Scape,4.0,14,2544,3.5,636.0
Hyper Light Drifter,26.0,23,3037,0.8846153846153846,116.8076923076923
Hyper Jam,1.0,12,186,12.0,186.0
Hyper Gunsport,4.0,11,528,2.75,132.0
Hydrophobia,6.0,12,323,2.0,53.833333333333336
Hydro Thunder Hurricane (Windows),25.0,12,565,0.48,22.6
Hydro Thunder Hurricane,9.0,15,562,1.6666666666666667,62.44444444444444
Hunting Simulator 2 (Xbox One),60.0,37,4854,0.6166666666666667,80.9
Hunting Simulator 2,60.0,37,4401,0.6166666666666667,73.35
